crisisJST,yhat1,yhat2
0,,
0,,
0,,
0,,.033038065
0,,.033038072
0,.032851007,.033038072
0,.032851029,.03303808
1,.032851048,.033038083
0,.032851003,.03303808
0,.032851037,.033038069
0,.032851014,.033038072
0,.032850951,.033038069
0,.032850958,.033038057
0,.032850996,.033038069
0,.032850984,.03303808
1,.032850992,.03303808
0,.032850992,.033038076
0,.032851074,.033038076
0,.032850873,.033038076
0,.032851137,.033038046
0,.032850835,.033038072
0,.032851193,.033038035
0,.032850642,.033038065
0,.032851052,.033038005
0,.032850895,.033038072
0,.032850966,.033038069
0,.032850854,.033038061
0,.032851029,.033038054
0,.0328511,.03303808
0,.032850791,.033038069
0,.032850999,.033038005
0,.032850891,.033038039
0,.032850783,.033038035
0,.032850668,.033038016
0,.032851081,.033038031
0,.032850951,.033038102
0,.032850754,.033038057
0,.032850869,.033038005
1,.032850768,.033038042
0,.032851081,.033038039
0,.03285072,.033038054
0,.032850847,.033037983
0,.032851066,.033037994
0,.032850448,.033038013
0,.032850899,.033037916
0,.032851644,.033037987
0,.032850314,.033038042
0,.032850407,.033037778
0,.032851327,.033037834
0,.032850016,.033038046
0,.032851446,.033037856
1,.032849345,.03303802
0,.032852098,.033037867
0,.032849941,.033038221
0,.032852154,.033037946
0,.032850083,.033038091
0,.032849893,.033037826
0,.03285145,.033037841
0,.032850817,.033038177
0,.032850448,.033038013
0,.032850493,.033037864
0,.032850407,.033037968
0,.032851607,.033038028
0,.03285066,.033038106
0,.032850605,.033037867
0,.032850619,.033037808
0,.032850258,.033037871
0,.032851189,.033037845
0,.03285018,.033037942
0,.03285078,.033037797
0,.032852557,.033037867
0,.032849334,.033037994
0,.032850139,.033037428
0,.032850571,.033037636
0,.032850623,.033037957
0,.032850575,.033037923
0,.032850225,.033037882
0,.032851003,.033037931
0,.032850582,.03303808
0,.032851223,.033037998
0,.032850765,.033038009
0,.032851025,.033037912
0,.032850187,.033037879
0,.032850448,.033037782
0,.032850504,.033037871
0,.032851156,.033037946
0,.032850534,.03303799
0,.032850526,.033037852
0,.032850135,.033037849
0,.032850169,.033037886
0,.032850474,.033037968
0,.032850813,.033038065
0,.032850854,.033038087
0,.032850277,.033038013
0,.032849614,.03303789
0,.032850686,.033037875
0,.032850124,.033038095
0,.032851204,.033037994
0,.032849781,.033038002
0,.032848556,.033037759
0,.03285173,.033037696
0,.032849807,.033038206
0,.032848623,.0330378
0,.032849494,.033037551
0,.032852609,.033037934
0,.032848217,.03303821
0,.032850772,.033037283
0,.032850005,.033037528
0,.032849248,.033037521
0,.032849379,.033037212
0,.032851122,.033037245
0,.032848611,.033037439
0,.03284958,.033036966
0,.032846939,.033037085
0,.032848954,.033037078
0,.032846943,.033037603
0,.032848921,.033037659
1,.032851938,.033038087
0,.032851525,.033038381
0,.032849163,.0330377
0,.032848597,.033036914
0,.03285028,.033036888
0,.032847937,.033037126
0,.032849137,.033036646
0,.032849371,.03303675
0,.032846194,.033036858
0,.032848787,.033036508
0,.032847028,.033037107
0,.032847587,.033037182
0,.032850917,.033037357
0,.03284473,.0330378
0,.032850437,.033036977
0,.032849487,.033037771
0,.032847263,.033037599
0,.032845628,.033036843
0,.03284305,.033036847
0,.032847922,.033037204
0,.032845605,.033038218
1,.032854524,.033037875
0,.032849368,.033038236
0,.032848172,.033036508
0,.032847948,.033035371
0,.032844476,.033035196
0,.032842983,.033034652
0,.032846414,.033034697
0,.032844685,.033035595
0,.032845736,.033035472
0,.032847211,.03303555
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
1,,
0,,
0,,
0,,
0,,
0,,
0,,
1,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,.033038016
0,,.03303805
0,.032852069,.033038028
0,.032849297,.033038195
0,.032852959,.033037823
0,.032848664,.033038229
0,.032851513,.03303773
0,.032849565,.033038091
0,.032852136,.033038046
0,.032850128,.033038266
0,.032851543,.033037949
0,.032851677,.033038028
0,.032851022,.033037972
0,.032849714,.033037677
0,.032850333,.033037525
0,.032851119,.0330378
0,.032848019,.033037975
0,.032855988,.033037666
0,.032846086,.033038601
0,.032852706,.033037245
0,.032849837,.033038087
0,.032851841,.033038095
0,.032849126,.033038039
0,.032853138,.033037752
0,.032849558,.03303827
0,.032846052,.033037733
0,.032855313,.033037525
1,.03285053,.0330391
0,.032852717,.033038117
0,.032849018,.033037703
0,.032851264,.033037432
0,.03284958,.033037826
0,.032851357,.033037685
0,.032848258,.033037856
0,.03285427,.033037644
0,.032848373,.033038374
0,,.03303751
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,.033037938
0,,.03303773
0,.032851931,.033038151
0,.032849565,.033038139
0,.032847039,.03303754
0,.032850776,.033037473
0,.03284809,.033038404
0,.032854594,.033038158
0,.032845318,.033038586
0,.032857805,.033037305
0,.032841068,.03303853
0,.032850638,.033036474
0,.032846749,.033037901
0,.032851111,.033038218
0,.032856543,.033038355
0,.03283868,.033038307
0,.032852288,.033035733
0,.032843668,.033038076
0,.032847904,.033037737
0,.032849379,.033037897
0,.032849252,.03303827
0,.032843515,.033037808
0,.032843761,.033036869
0,.032844916,.033037465
0,.03284983,.033038195
0,.032853696,.033038404
0,.032827482,.033037569
0,.032859109,.033034157
0,.032844111,.033038896
0,.032844514,.033036381
0,.032843284,.033034325
0,.032868981,.033034768
0,.032815743,.033036459
0,.032849777,.033028282
0,.032833468,.033034075
0,.032845329,.03303485
0,.032841332,.033035196
0,.032842398,.033034965
0,.032840811,.033035215
0,.032834742,.033035189
0,.032841966,.033034902
0,.0328467,.033036504
0,.032854192,.033036731
0,.032840163,.033035416
0,.03284315,.033031702
0,.032841429,.033031575
0,.032833833,.033031549
0,.032842197,.033030439
0,.03283545,.033031974
0,.032832533,.033031687
0,.0328383,.033031911
0,.032832153,.033033963
0,.032840092,.033034056
0,.032851379,.033035371
0,.032842807,.033036061
0,.032829642,.033032745
0,.032830905,.033030491
0,.03282284,.033032596
0,.032832853,.033033684
1,.032841999,.033036068
0,.032860234,.0330371
0,.032826707,.033036057
0,.032826867,.033028543
0,.032850467,.033028815
0,.032819703,.033032756
0,.032823388,.033026852
0,.032834418,.033027411
0,.032820091,.033031285
0,.032834329,.033029251
0,,
0,,
0,,
1,,.033038054
0,,.033038132
0,.03285088,.033038069
0,.032851558,.033038039
0,.032850306,.03303811
0,.0328511,.033037927
0,.032850821,.03303805
0,.032851059,.033038069
0,.032850765,.033038054
0,.032851089,.033038016
0,.032850672,.033038065
0,.032851011,.03303802
0,.032850798,.033038061
0,.032850947,.033038046
0,.03285088,.033038054
0,.032850862,.033038042
0,.032850664,.033038031
0,.032851249,.033038016
1,.032850705,.033038083
0,.032850705,.033037975
0,.032850515,.033037964
0,.032850709,.033038002
0,.032850981,.033038061
0,.032850757,.033038083
0,.032850783,.033038013
0,.032850403,.033037994
0,.032851037,.033037972
0,.032850847,.03303805
1,.032850578,.033037975
0,.032850422,.033037886
0,.032850422,.033037893
0,.032850392,.033037942
0,.032850798,.033037961
0,.032850791,.033038002
0,.032850202,.033037949
0,.032850578,.033037838
0,.032850467,.033037908
0,.032850496,.033037905
0,.032850116,.03303786
0,.032851152,.033037815
0,.032849848,.033037923
0,.032851271,.033037707
0,.032852408,.033037819
0,.032849725,.033037785
0,.032850772,.033037186
0,.032848284,.033037335
0,.032850418,.033037312
0,.032854334,.033037785
0,,.033038147
0,,
0,,
0,,
0,,
0,,
0,,.033038124
0,,.033038259
0,.032851487,.033038203
0,.032850474,.033038244
1,.032851625,.033038087
0,.032850105,.033038173
0,.03285129,.033037972
0,.032850813,.033038091
0,.0328504,.033038024
0,.032851618,.033037916
0,.032849532,.03303805
0,.032850876,.033037782
0,.03284996,.03303799
0,.032850921,.033037994
0,,.033038083
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,.033038076
0,,.03303802
0,.032851685,.033038206
0,.032850392,.033038367
0,.032850858,.033038106
0,.032850575,.033038162
0,.032850724,.033038214
0,.03285135,.033038214
0,.032850716,.033038225
0,.032850642,.033038046
0,.03284936,.033037983
0,.032848895,.033037912
0,.03285186,.033038072
0,.032850154,.033038545
0,.032850765,.033038136
0,.032849599,.033037998
0,.032850131,.033037908
0,.032850686,.033037964
0,.032849625,.033037938
0,.03284822,.033037655
0,.032848213,.03303754
0,.032850869,.03303783
0,.032848455,.033038232
0,.032848626,.033037733
0,.032851942,.033037703
0,.032850306,.033038087
0,.032849457,.033037368
0,.032845747,.033036798
0,.032848548,.033036556
0,.032846097,.033037283
0,.032848544,.033037215
0,.032850318,.033037554
0,.03284993,.033037707
0,.032848891,.033037148
0,.032845326,.033036605
0,.032847937,.033036262
0,.032846287,.033036891
0,.032848038,.033036839
0,.03284847,.033036962
0,.032846216,.03303694
0,.03284714,.033036511
0,.032836538,.033036675
0,.032855533,.033036109
0,.032846939,.03303894
0,.032848019,.033037152
0,.032846149,.033035986
0,.032843769,.033035986
0,.03284248,.033035789
0,.032847624,.033035833
0,.032841206,.033036653
0,.032846019,.033035781
0,.032847323,.033036333
0,.032848045,.033036381
0,.032846302,.033035498
0,.032843716,.033034455
0,.032845944,.033033855
0,.032841675,.033034045
0,.032843299,.033033438
0,.032842111,.033033766
1,.032843359,.033034042
0,.032844719,.033034377
0,.032845568,.0330346
0,.032841709,.033034503
0,.032847065,.033033967
0,.032848459,.03303472
0,.032835823,.033034481
0,.032845195,.033032689
0,.032840673,.03303479
0,.032845821,.033035081
0,,
0,,
0,,
1,,.033039074
0,,.033047963
0,.03282807,.033029892
0,.032888573,.033033293
0,.032796871,.033045445
0,.032874122,.033030037
0,.03281619,.033038378
0,.032875892,.03303479
0,.032790169,.033038635
0,.032865964,.033028923
0,.032821745,.033039946
0,.032840531,.033036135
0,.032829501,.033035677
0,.032783575,.033035919
1,.032891989,.033033531
0,.032832131,.033048298
0,.03284144,.033035047
0,.032881994,.033028718
0,.032826416,.033031944
0,.032776996,.0330185
1,.032857936,.033012457
0,.032810748,.033029776
0,.032812145,.033023771
0,.032837413,.033021644
0,.032826889,.0330294
0,.032841753,.033028066
0,.032785613,.033026986
0,.032852024,.033022217
0,.032795917,.033033721
0,.032846041,.033028286
0,.032808624,.033032887
0,.032825567,.033029743
0,.032776099,.033031292
0,.032855131,.033028916
1,.032878477,.033040456
0,.032707691,.033036437
0,.032817449,.033010308
0,.032840751,.033035107
0,.032808535,.033043642
0,.032828391,.033026658
0,.032789491,.033024292
0,.032964669,.03302063
0,.032728825,.033030145
0,.03282965,.032986112
0,.032848962,.0329968
0,.03270201,.033006016
0,.032321088,.032983262
0,.033197086,.032976788
1,.032910738,.033126112
0,.032690153,.033051174
0,.032840326,.032967366
0,.032489076,.033017598
0,.033144664,.033005279
0,.032562174,.033076055
0,.032690074,.032988861
0,.032648701,.033005122
0,.033161085,.033046514
1,.032597784,.033086948
0,.032839727,.032970086
0,.032689884,.032988865
0,.032496106,.032994393
0,.032987997,.032973316
1,.032903079,.033042599
0,.03257497,.033000026
0,.032865282,.03291947
0,.032654304,.032970402
0,.03245711,.032952238
0,.033045091,.032930195
0,.032274287,.033022672
0,.03278742,.032931592
0,.034204535,.033009659
0,.032890934,.033119854
0,.031481292,.032756511
0,.032530833,.032586806
0,.032664061,.032985944
0,.0328166,.033107214
0,.032759674,.033044666
0,.032732952,.033043966
0,.033053938,.033076186
0,.032393806,.033100437
0,.032901302,.033000641
0,.032663431,.033081755
0,.032711774,.033071514
0,.032687828,.033049606
0,.032800846,.033050139
0,.032790162,.033054955
0,.032148581,.033020768
0,.03237316,.032943875
0,.032444891,.03304106
0,.032259308,.033107523
0,.032793436,.033083111
0,.033596728,.033139817
0,.031956527,.033127509
0,.031965766,.032776326
0,.03196501,.032810457
0,.03226614,.032962959
0,.031838767,.033009198
0,.03262553,.032939129
0,.031735413,.033034362
0,.032094453,.032902069
0,.032494154,.032919392
0,.032854736,.032947373
0,.032471847,.032823853
0,.031851087,.032576144
0,.031796765,.032409005
0,.032422855,.032422177
0,.030196197,.032481883
0,.032207325,.032226533
0,.031686384,.032630578
0,.033115167,.03265379
0,.031131875,.032641634
0,.029486559,.032318063
0,.033886608,.032315079
0,.030748799,.033124454
0,.031888068,.032603752
0,.030074451,.032589588
0,.033648137,.032635637
1,.027154449,.033095509
0,.036090236,.032308657
0,.029446252,.033514298
0,.035552029,.032596607
0,.030928271,.032772586
0,.029530827,.032028042
0,.032950275,.031713188
0,.027400784,.032363396
0,.032310564,.031728841
0,.028120661,.032493677
0,.030070459,.032277428
0,.033255052,.032654032
0,.031039478,.033124048
0,.031037571,.032366738
0,.0300596,.032028351
0,.028099164,.031972691
0,.028869057,.031838048
0,.029782478,.032223932
1,.03437819,.032536078
0,.031700797,.032678667
0,.024629978,.031550866
0,.037175201,.030490829
0,.029729312,.032414358
0,.031957585,.030972667
0,.023270017,.030283827
0,.032311343,.029739153
0,.027514359,.03169065
0,.033209056,.031240657
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,.033041678
0,,.03302921
0,.032728791,.033030607
0,.032953661,.033023681
0,.032806516,.033050843
0,.032776494,.033021018
0,.032813739,.033009123
0,.032828949,.033026803
0,.032767825,.033029281
0,.032872155,.033016741
0,.032742217,.033030141
0,.032891151,.033015124
0,.032811295,.033029202
0,.032684762,.033014961
0,.03275498,.032999203
0,.032998826,.033028658
0,.032444727,.033057436
0,.033122588,.032980815
1,.032767098,.033072449
0,.032808352,.033021327
0,.032644141,.032989144
0,.032916445,.032992527
0,.032537829,.033037428
0,.032785736,.03299037
0,.032905675,.033032771
0,.032742232,.033057373
0,.032818086,.033006813
0,.032824352,.033004403
0,.032919381,.033005722
0,.032699011,.03299167
0,.032680929,.032944165
0,.032787219,.032951463
0,.032644488,.03298448
0,.032677867,.032969747
0,.033044562,.032986093
0,.032653604,.033034056
0,.032820404,.032959621
0,.033064514,.032972403
0,.032662217,.033004049
0,.032695252,.032921858
0,.032766007,.032933917
0,.032685794,.032986693
0,.032826614,.032988783
0,.032696821,.033013403
0,.03289903,.033015326
0,.032784387,.033047277
0,.032849271,.033033542
0,.03278907,.033035766
0,.032909874,.033034261
0,.032768212,.033044968
0,.032778587,.033021089
0,.032801617,.033024728
0,.03279575,.03303995
0,.032793749,.033039257
0,.032947645,.033036806
0,.032795709,.03304771
0,.032619458,.033011273
0,.032799378,.032992229
0,.032639526,.033042423
0,.032832131,.033036586
0,.03272463,.033057265
0,.032810505,.03304559
0,.03274494,.033046324
0,.032844707,.033031628
0,.032442104,.03302829
0,.03274465,.032980874
0,.032898925,.033039179
0,.032191791,.033053551
0,.033137292,.032948013
0,.032313723,.033078272
0,.032230485,.032975633
0,.032979228,.032967914
0,.032687135,.033114642
0,.031960301,.033022199
0,.03234997,.032894533
0,.031870116,.033037014
0,.033007264,.033060938
0,.033250943,.033175692
0,.032983363,.033074953
0,.03213241,.032828454
0,.032169901,.032640748
0,.032091331,.032689475
0,.03208999,.032727655
0,.031586494,.032732539
0,.032549772,.032729272
0,.02964706,.032913093
0,.034905881,.032688826
0,.032131936,.033423152
0,.03190152,.032893106
0,.032529615,.032575313
0,.031392917,.032783084
0,.031723119,.032645959
0,.031008916,.032658495
0,.031643368,.032695055
0,.030397234,.032870706
0,.030736858,.032814573
0,.032053843,.033016551
0,.030735224,.033280779
0,.035536014,.03299905
0,.029682657,.033244528
0,.030966148,.032150321
0,.028973531,.032214276
0,.030742051,.032329425
0,.032931048,.032646678
0,.029873561,.032725357
1,.032500807,.031967785
0,.027342334,.032100048
0,.036390033,.031530105
0,.025973581,.032449272
0,.032607745,.030953344
0,.031986147,.031758372
0,.027976215,.031814329
0,.032267675,.03087068
0,.027185479,.031533957
0,.032526229,.031172747
0,,
0,,
0,,
0,,.03303523
0,,.033031203
0,.032829992,.033033542
0,.032824308,.033034105
0,.032861222,.033033483
0,.032810181,.033037163
0,.032832578,.033029113
0,.032843038,.033032153
0,.032812998,.033034801
0,.032839347,.033028826
0,.032832153,.033031795
0,.032790191,.033030815
0,.03283963,.033025309
0,.032837119,.033034191
0,.032821331,.033032857
0,.032834999,.033025555
0,.032799944,.033026047
0,.032818291,.033022333
0,.032854591,.033025168
0,.032755475,.033028118
0,.032787874,.033014052
0,.032819629,.033024784
0,.032816589,.033036292
0,.032839693,.033031259
0,.032718342,.033028003
0,.032786302,.033015698
1,.032932933,.033033505
0,.032708399,.033048399
0,.032819506,.033004124
0,.032832209,.033017866
0,.032767016,.033025991
0,.032789569,.033005405
0,.03282233,.033005897
0,.032657154,.033011705
0,.03282709,.03299192
0,.032705035,.033020489
0,.03274443,.033012025
0,.032900743,.03301584
0,.032633394,.033033758
0,.032879189,.032990962
0,.032685902,.033018254
0,.032789785,.032997791
0,.032714613,.03300089
0,.032308556,.032995299
0,.032977693,.032971241
0,.033278648,.033088434
0,.032145999,.033075061
0,.03340736,.032866061
0,.032040309,.033034768
1,.032710683,.03289368
0,.033080969,.032978434
0,.032974433,.033061154
0,.032379083,.032955963
0,.032511227,.032843739
0,.032757688,.03293414
0,.032612756,.033014964
0,.032760777,.032972824
0,.032821182,.032982267
1,.032603487,.032993153
0,.032728914,.032949951
0,.032813452,.032966066
0,.032580022,.032976776
0,.032813542,.032931682
0,.032696832,.032959085
0,.032685518,.032944579
0,.032674447,.032929972
0,.032514539,.032936521
0,.033303332,.032935467
0,.032916937,.033014882
0,.032299783,.03289314
0,.032738458,.032787852
0,.032530013,.032926761
0,.032620821,.032953728
0,.032491788,.032966327
0,.032567937,.033000246
0,.032781783,.033063211
0,.032778442,.033112608
0,.032780614,.03309631
0,.033241391,.033073459
0,.032457728,.033086371
0,.032640081,.032936029
0,.032573983,.032959003
0,.032736506,.03299747
0,.032665525,.033001754
0,.03263488,.032968964
0,.032781385,.032955084
0,.032295495,.032963697
0,.031737849,.032900151
0,.034237571,.03290917
0,.031670362,.033231672
